"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up"
"Task","868f7uxna","Automação carrinho abandonado","backlog","
","[]","NORMAL","",0,0,"","","Monday, August 18th 2025, 8:52:14 am -03:00","Monday, August 18th 2025, 8:52:33 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868jmcg7e","Diferenças dos tipos de frete","backlog","
","[]","none","",0,0,"","","Wednesday, May 13th 2026, 8:29:18 pm -03:00","Tuesday, June 23rd 2026, 8:34:16 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","","[Sprint]","[]","","","","","","",,0
"Task","868et43e3","[Mídia Paga] Carrossel Melodia Perdida","backlog","Formato: Carrossel
Nº de slides: a definir
Objetivo: Conversão (venda)
Persona: a definir
Teste A/B: a definir
CTA: landing page

  Informações importantes a destacar:
Inspirado em Zelda
RPG de espada e canção
Usa o d6
Regras simples
Minimalista
Perfeito para jogar com crianças
Canções perdidas, armas e artefatos mágicos
Use a musica durante as batalhas
Monstros fofinhos (mas mortais)
2 aventuras prontas
Prova social (feedback/review)

checklist
Estou focando em um único objetivo?
A headline chama atenção?
A proposta de valor está clara?
A arte valoriza o visual do livro?
A copy é curta, emocional e legível?
A CTA está evidente?
O criativo respeita as boas práticas do Instagram?
A segmentação está alinhada com a persona?
A landing page entrega o que a mídia promete?

","[Pedro Alberto de Lima]","none","",0,0,"","","Tuesday, July 15th 2025, 9:50:20 am -03:00","Tuesday, June 16th 2026, 2:32:35 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[868f3fahb, 868f4acw9, 868f4ad3f]","[https://app.clickup.com/t/868f3fahb, https://app.clickup.com/t/868f4acw9, https://app.clickup.com/t/868f4ad3f]","[melodiaperdida, carrossel]","[Sprint]","[]","","","","","","",,0
"Task","868khvx69","Tabelas Catedral","backlog","
","[]","none","",0,0,"Tuesday, August 18th 2026","","Wednesday, July 29th 2026, 8:30:30 pm -03:00","Wednesday, August 12th 2026, 3:56:05 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Sprint","[]","[]","[catedral-impios, carrossel]","[Sprint]","[]","","","","","","",,0
"Task","868jyee27","Resgate seu livro no DOFF","em andamento","
","[]","none","",0,0,"","","Sunday, June 7th 2026, 8:57:14 pm -03:00","Tuesday, June 23rd 2026, 8:33:05 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[infaernum, tenebra, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868k4efy8","Indicações Goblin de Ouro","em andamento","
","[Pedro Alberto de Lima]","none","",0,0,"Wednesday, June 24th 2026","","Tuesday, June 23rd 2026, 8:31:55 pm -03:00","Tuesday, June 23rd 2026, 10:07:26 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868k4f06p","Indicações Goblin de Ouro","em andamento","
","[]","none","",0,0,"Wednesday, June 24th 2026","","Tuesday, June 23rd 2026, 10:07:24 pm -03:00","Tuesday, June 23rd 2026, 10:07:38 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, carrossel, stories]","[Email Marketing]","[]","","","","","","",,0
"Task","868k1cyq7","Escuridão como mecânica","pendente","
","[Pedro Alberto de Lima]","none","",0,0,"","","Monday, June 15th 2026, 8:00:28 pm -03:00","Tuesday, June 23rd 2026, 8:33:10 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868kmz84g","Ilustrações","pendente","
","[Pedro Alberto de Lima]","none","",0,0,"Thursday, August 13th 2026","","Wednesday, August 5th 2026, 9:26:15 pm -03:00","Wednesday, August 12th 2026, 3:55:35 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[catedral-impios, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868eq3cqx","Email - Cu do mundo","backlog","Já pensou em seu inimigo ser o... cu do mundo?

Incluir que vamos estar no Rio para o Iniciativa em agosto ao final.
","[Pedro Alberto de Lima]","none","",0,0,"","","Thursday, July 10th 2025, 1:02:05 am -03:00","Wednesday, October 29th 2025, 12:26:25 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[breu, newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868ethhw8","Email - Dicas de mestragem","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Tuesday, July 15th 2025, 7:53:35 pm -03:00","Wednesday, October 29th 2025, 12:26:26 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868ethj5m","Email - Uso tático das fezes","backlog","
","[]","none","",0,0,"","","Tuesday, July 15th 2025, 7:54:54 pm -03:00","Wednesday, August 13th 2025, 5:30:08 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter]","[Email Marketing]","[]","","","","","","",,0
"Task","868fc1f0m","Email - DungeonGeek21","backlog","
","[]","none","",0,0,"","","Wednesday, August 27th 2025, 11:34:35 am -03:00","Wednesday, September 24th 2025, 11:40:03 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[newsletter, evento]","[Email Marketing]","[]","","","","","","",,0
"Task","868khvwyw","Números do Catedral","backlog","
","[]","none","",0,0,"Wednesday, August 19th 2026","","Wednesday, July 29th 2026, 8:28:08 pm -03:00","Wednesday, August 12th 2026, 3:57:42 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Email Marketing","[]","[]","[catedral-impios, criativo]","[Email Marketing]","[]","","","","","","",,0
"Task","868k5y2z5","Anúncio Brava Gente","pendente","
","[]","none","",0,0,"Monday, August 31st 2026","","Saturday, June 27th 2026, 4:17:27 pm -03:00","Wednesday, July 29th 2026, 8:09:52 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[brava-gente, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868kqjyw9","Corte Gameplay","pendente","
","[]","none","",0,0,"Wednesday, August 12th 2026","","Wednesday, August 12th 2026, 3:56:57 pm -03:00","Wednesday, August 12th 2026, 3:57:40 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumte8","Cu do Mundo","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:41:14 am -03:00","Saturday, June 6th 2026, 10:45:34 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumtdq","Fastplay e Fichas","backlog","
","[]","none","",0,0,"","","Friday, July 18th 2025, 7:40:58 am -03:00","Saturday, June 6th 2026, 10:45:33 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868c3bwt6","RPG para crianças","backlog","Direcionamento: Mostrar como o RPG pode ser benéfico para as crianças e destacar que o Melodia Perdida possui uma dinâmica e dicas para jogar com elas.

Roteiro:

[INTRO - Tom questionador]
Já pensou em jogar RPG de mesa com crianças?

Se não, saiba que ele pode ser uma ótima ferramenta para o desenvolvimento delas.

[BENEFÍCIOS - Tom confiante e amigável]
O RPG traz benefícios como:
Desenvolvimento do pensamento crítico e da criatividade
Melhora habilidades de comunicação
Incentiva trabalho em equipe

Além disso, esse é o momento perfeito para descontrair e criar mais laços em família.

[MELODIA]
(mostrar o livro físico nesse momento)
Se estiver em dúvida de como começar, o Melodia Perdida é o RPG ideal para você. 

(corte para trechos do capítulo do livro) 
O jogo possui um sistema de regras simples e intuitivas, além de conter uma sessão especial com dicas para jogar com crianças.

E, o melhor de tudo, é que você pode adquirir o seu com 10% de desconto no site da Luz Negra Editora usando o cupom MELODIA10.

[FINAL - Tom amigável e convidativo]
Aproveite por que a promoção é válida até o dia 28 de fevereiro.
Até a próxima!
","[Pedro Alberto de Lima]","none","Roteiro enviado para o Fellipe  ",1,0,"","","Monday, January 20th 2025, 6:54:59 pm -03:00","Tuesday, July 15th 2025, 9:53:18 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[reels]","[Redes Sociais]","[]","","","","","","",,0
"Task","868c3bwuc","Playlist Melodia Perdida","backlog","Direcionamento: Criar uma playlist (se não existir) de músicas que inspiraram a criação do jogo ou que podem ajudar a criar o clima durante a sessão.

🎶 Playlist Oficial de Melodia Perdida 🎶
[Título da música 1]
[Título da música 2]
[Título da música 3]
Crie o clima perfeito para sua aventura musical!
","[Pedro Alberto de Lima]","none","",0,0,"","","Monday, January 20th 2025, 6:55:03 pm -03:00","Tuesday, July 15th 2025, 9:52:35 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[melodiaperdida, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868ezttn9","Vídeo Conspa Stranger Things","backlog","
","[]","none","",0,0,"","","Wednesday, July 30th 2025, 5:15:39 pm -03:00","Friday, August 15th 2025, 1:15:05 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868g2x61c","POSTS EXTRAS DA CAMPANHA","backlog","
","[]","none","",0,0,"Thursday, December 4th 2025","","Wednesday, October 22nd 2025, 11:32:58 pm -03:00","Sunday, November 9th 2025, 1:37:42 am -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[868g2x62k, 868g2x62z, 868g2x635, 868g2x63b, 868g2x63g, 868g2x63v, 868g2x8r9, 868g2x8ub, 868g2x8wd]","[https://app.clickup.com/t/868g2x62k, https://app.clickup.com/t/868g2x62z, https://app.clickup.com/t/868g2x635, https://app.clickup.com/t/868g2x63b, https://app.clickup.com/t/868g2x63g, https://app.clickup.com/t/868g2x63v, https://app.clickup.com/t/868g2x8r9, https://app.clickup.com/t/868g2x8ub, https://app.clickup.com/t/868g2x8wd]","","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumu1p","Herança e Antecedente","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:51:50 am -03:00","Tuesday, November 4th 2025, 6:56:34 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868eumu33","Extras do BREU","backlog","
","[Pedro Alberto de Lima]","none","",0,0,"","","Friday, July 18th 2025, 7:52:35 am -03:00","Tuesday, November 4th 2025, 6:56:36 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868kcudty","DOFF 2027","backlog","
","[]","none","lalamove  ",2,0,"Sunday, January 31st 2027","","Wednesday, July 15th 2026, 4:15:15 pm -03:00","Wednesday, July 15th 2026, 4:30:37 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[evento]","[Redes Sociais]","[]","","","","","","",,0
"Task","868khvwgr","Masmorra","backlog","
","[]","none","",0,0,"Thursday, August 20th 2026","","Wednesday, July 29th 2026, 8:24:29 pm -03:00","Wednesday, August 12th 2026, 3:57:41 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, criativo]","[Redes Sociais]","[]","","","","","","",,0
"Task","868khvwm9","Estatuto do Distrito da Traça","backlog","
","[]","none","",0,0,"Sunday, August 2nd 2026","","Wednesday, July 29th 2026, 8:25:16 pm -03:00","Wednesday, July 29th 2026, 8:35:12 pm -03:00","","","Pedro Alberto de Lima","Marketing","hidden","Redes Sociais","[]","[]","[catedral-impios, carrossel]","[Redes Sociais]","[]","","","","","","",,0
"Task","868hm65a8","Roadkill","edição","
","[]","none","",0,0,"Thursday, October 1st 2026","","Tuesday, February 24th 2026, 2:50:44 pm -03:00","Tuesday, February 24th 2026, 2:51:07 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm67eg","HQ Estreito","produção","
","[]","none","",0,0,"Friday, January 1st 2027","","Tuesday, February 24th 2026, 2:52:53 pm -03:00","Tuesday, February 24th 2026, 2:55:52 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y0z9","Ciência Estranha","produção","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:29:27 pm -03:00","Tuesday, February 24th 2026, 2:56:18 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868kmc3m8, 868kmc4zn]","[https://app.clickup.com/t/868kmc3m8, https://app.clickup.com/t/868kmc4zn]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm6a7y","Miralume","produção","
","[]","none","",0,0,"Friday, January 1st 2027","","Tuesday, February 24th 2026, 2:57:00 pm -03:00","Tuesday, February 24th 2026, 2:57:14 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y09m","Catedral dos Ímpios","produção","
","[]","none","",0,0,"Monday, March 1st 2027","Friday, July 10th 2026","Wednesday, August 6th 2025, 2:28:49 pm -03:00","Wednesday, July 15th 2026, 4:33:32 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[suplemento, em financiamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868kmc38b","Masmorras de Galora","contrato","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 7:16:50 pm -03:00","Tuesday, August 4th 2026, 7:16:58 pm -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868kmc3gd]","[https://app.clickup.com/t/868kmc3gd]","","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y1ha","Rango Monstro","pré-produção","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:30:25 pm -03:00","Tuesday, February 24th 2026, 2:56:08 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868g5302m","Sob As Sombras Dos Chifres","pré-produção","
","[]","none","",0,0,"Friday, May 1st 2026","","Tuesday, October 28th 2025, 6:44:36 pm -03:00","Tuesday, August 4th 2026, 7:16:36 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868hm64pb","Casos Agentes - Rafão","pré-produção","
","[]","none","",0,0,"Saturday, August 1st 2026","","Tuesday, February 24th 2026, 2:49:55 pm -03:00","Tuesday, February 24th 2026, 2:56:29 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[suplemento]","[Lançamentos]","[]","","","","","","",,0
"Task","868g530c1","HQ Muda Tobias","pré-produção","
","[]","none","",0,0,"","","Tuesday, October 28th 2025, 6:45:28 pm -03:00","Tuesday, February 24th 2026, 2:56:36 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2xyhg","Bocado","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:26:57 pm -03:00","Tuesday, February 24th 2026, 2:51:55 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[]","[]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y7e6","Memor.ia","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:40:38 pm -03:00","Tuesday, February 24th 2026, 2:51:53 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868f40utf]","[https://app.clickup.com/t/868f40utf]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f2y80w","HQs Lobo","backlog","
","[]","none","",0,0,"","","Wednesday, August 6th 2025, 2:42:12 pm -03:00","Tuesday, February 24th 2026, 2:56:04 pm -03:00","","","Pedro Alberto de Lima","Produção","hidden","Lançamentos","[868f2y8bv]","[https://app.clickup.com/t/868f2y8bv]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868f41qnc","Camin'","backlog","
","[]","none","",0,0,"","","Friday, August 8th 2025, 11:24:28 am -03:00","Tuesday, February 24th 2026, 2:51:52 pm -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868f41qxe]","[https://app.clickup.com/t/868f41qxe]","[lançamento]","[Lançamentos]","[]","","","","","","",,0
"Task","868kme2ve","Projeto Base (NÃO APAGAR)","backlog","
","[]","none","",0,0,"","","Wednesday, August 5th 2026, 12:25:01 am -03:00","Wednesday, August 5th 2026, 12:47:15 am -03:00","","","Diego Bassinello","Produção","hidden","Lançamentos","[868kme33x, 868kme3bw, 868kme5ca, 868kmeebg, 868kme5h2, 868kme6db, 868kmeped, 868kmezqe]","[https://app.clickup.com/t/868kme33x, https://app.clickup.com/t/868kme3bw, https://app.clickup.com/t/868kme5ca, https://app.clickup.com/t/868kmeebg, https://app.clickup.com/t/868kme5h2, https://app.clickup.com/t/868kme6db, https://app.clickup.com/t/868kmeped, https://app.clickup.com/t/868kmezqe]","","[Lançamentos]","[]","","","","","","",,0
"Task","868jhx4xx","Landing Page de Breu","em progresso","
","[]","none","",0,0,"Friday, May 15th 2026","Thursday, May 7th 2026","Thursday, May 7th 2026, 11:03:12 am -03:00","Thursday, May 7th 2026, 11:04:00 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Landing Pages","[]","[]","","[Landing Pages]","[]","","","","","","",,0
"Task","868jhx5x0","Otimização de performasse ","to do","Otimização de imagens, revisão de scripts, limpeza de CSS/banco de dados, e testes de performance no PageSpeed.  
","[Raul Tribuzi]","none","",0,0,"Friday, May 22nd 2026","Monday, May 18th 2026","Thursday, May 7th 2026, 11:04:53 am -03:00","Thursday, May 7th 2026, 11:08:06 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Manutenção","[]","[]","","[Manutenção]","[]","","","","","","",,0
"Task","868jhx7xp","Transição Logística (Correios/Loggi para Melhor Envio)","to do","Marcar reunião de alinhamento para migrar do Correio Automático + Loggi separados para um hub como Melhor Envio (ou Kangu).
O objetivo principal é unificar as opções de frete no checkout e simplificar a rotina de despachos da Cah. 
","[Raul Tribuzi]","none","",0,0,"Monday, February 15th 2027","","Thursday, May 7th 2026, 11:08:55 am -03:00","Thursday, May 7th 2026, 11:09:56 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jkp3ca","Troca do webmania","to do","
","[]","none","",0,0,"","","Tuesday, May 12th 2026, 2:15:47 pm -03:00","Wednesday, June 10th 2026, 1:50:45 pm -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868jkpdud","Relatorio de entregas por correios e loggi para saber como anda os envios","to do","
","[]","none","",0,0,"","","Tuesday, May 12th 2026, 2:32:45 pm -03:00","Tuesday, May 12th 2026, 2:32:45 pm -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868k0ed15","Atualizar página de Financiamentos","to do","
","[]","none","",0,0,"","","Friday, June 12th 2026, 9:59:31 am -03:00","Friday, June 12th 2026, 9:59:31 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868km11c4","Implementar B2B, com pagamento em até 30dias com emissão da nota antes do pagamento.","to do","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 11:25:01 am -03:00","Tuesday, August 4th 2026, 11:25:01 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
"Task","868km11ur","Ferramenta para gerar relatório de Royalts","to do","
","[]","none","",0,0,"","","Tuesday, August 4th 2026, 11:26:07 am -03:00","Tuesday, August 4th 2026, 11:26:07 am -03:00","","","Raul Tribuzi","Desenvolvimento","hidden","Novas Funcionalidades","[]","[]","","[Novas Funcionalidades]","[]","","","","","","",,0
